timestamp,intersection_id,lane_id,direction,vehicle_count,average_speed_kmph,signal_phase,green_duration_sec,lane_occupancy_ratio,congestion_level
2025-06-05 04:52:00,A1,L1,S,19,30.300758040891512,Yellow,84,0.23,Medium
2025-06-05 04:52:00,D4,L1,E,26,37.579559700061324,Yellow,84,0.3,Medium
2025-06-05 04:52:00,C3,L3,N,17,21.922807982873582,Red,36,0.31,Low
2025-06-05 04:54:00,C3,L2,S,15,36.340442147807025,Red,30,0.54,Medium
2025-06-05 04:56:00,A1,L3,N,26,37.83417873775851,Red,76,0.12,Medium
2025-06-05 05:00:00,D4,L2,N,20,41.0014706269494,Green,58,0.86,Medium
2025-06-05 05:02:00,C3,L1,N,20,53.6963697229547,Green,65,0.48,Low
2025-06-05 05:02:00,C3,L3,N,17,47.946870472074416,Green,28,0.72,High
2025-06-05 05:02:00,D4,L1,E,15,50.375238231368684,Red,67,0.13,Low
2025-06-05 05:02:00,B2,L2,W,26,46.160559459186175,Green,57,0.68,High
2025-06-05 05:06:00,B2,L3,N,15,37.282540909356996,Green,29,0.36,Medium
2025-06-05 05:08:00,C3,L2,E,23,51.42106597298759,Red,35,0.62,High
2025-06-05 05:10:00,D4,L3,E,22,61.70476327601657,Green,78,0.21,Low
2025-06-05 05:12:00,A1,L3,W,25,36.20191619898032,Red,57,0.68,Low
2025-06-05 05:14:00,C3,L1,W,20,35.683917922799736,Yellow,78,0.47,Medium
2025-06-05 05:20:00,C3,L1,S,24,36.047355335513664,Green,33,0.81,Medium
2025-06-05 05:22:00,D4,L2,E,20,37.90653259356214,Green,32,0.31,Low
2025-06-05 05:24:00,D4,L2,S,19,41.22301124434495,Red,32,0.79,Medium
2025-06-05 05:28:00,B2,L1,E,17,37.43897993085771,Red,40,0.68,Low
2025-06-05 05:30:00,B2,L2,E,30,38.80202832549291,Green,43,0.43,High
2025-06-05 05:34:00,A1,L1,E,28,40.64652054099214,Yellow,25,0.13,Low
2025-06-05 05:36:00,D4,L3,E,17,38.10503674599322,Green,82,0.97,High
2025-06-05 05:38:00,D4,L1,W,30,47.411970092722534,Green,83,0.76,High
2025-06-05 05:44:00,D4,L1,N,18,32.39423431620498,Red,34,0.42,Low
2025-06-05 05:46:00,B2,L1,W,25,35.10335127106824,Red,55,0.64,Medium
2025-06-05 05:52:00,B2,L1,E,17,30.41833008999437,Green,66,0.39,Low
2025-06-05 05:58:00,C3,L2,W,21,44.53288392273922,Yellow,31,0.7,Medium
2025-06-05 06:00:00,B2,L3,S,17,38.96940837200811,Red,24,0.79,Low
2025-06-05 06:00:00,C3,L2,S,26,56.915814722449724,Green,41,0.75,Low
2025-06-05 06:04:00,D4,L1,W,17,44.819471725318024,Red,28,0.41,Low
2025-06-05 06:06:00,C3,L2,S,16,62.58783753519518,Green,22,0.42,Low
2025-06-05 06:06:00,D4,L1,W,28,33.05551988134167,Red,66,0.16,High
2025-06-05 06:06:00,A1,L2,S,17,38.70821615530233,Green,62,0.93,Low
2025-06-05 06:08:00,C3,L2,N,24,22.452832199623053,Green,12,0.53,High
2025-06-05 06:10:00,D4,L2,W,15,37.09381944635072,Red,46,0.11,Medium
2025-06-05 06:10:00,C3,L3,S,15,26.618011639451453,Green,76,0.67,Medium
2025-06-05 06:12:00,C3,L3,W,21,45.73972826063504,Red,88,0.27,Low
2025-06-05 06:14:00,D4,L3,E,21,39.103424220892826,Green,13,0.67,Medium
2025-06-05 06:14:00,C3,L2,E,24,47.70976519598467,Green,58,0.29,Low
2025-06-05 06:16:00,D4,L3,W,19,56.047001515392296,Red,38,0.61,Medium
2025-06-05 06:16:00,D4,L3,E,18,28.988477246178913,Green,17,0.61,Medium
2025-06-05 06:16:00,B2,L3,S,30,46.59018118399696,Green,31,0.43,Low
2025-06-05 06:20:00,C3,L3,W,21,41.64403544114842,Red,72,0.76,High
2025-06-05 06:20:00,B2,L3,E,24,39.51231379804499,Green,25,0.32,Low
2025-06-05 06:22:00,D4,L1,N,31,52.75413769947404,Red,21,0.83,Low
2025-06-05 06:22:00,B2,L2,S,17,35.3097326503453,Green,35,0.23,Low
2025-06-05 06:26:00,A1,L2,E,21,41.1682413939179,Red,69,0.7,High
2025-06-05 06:28:00,D4,L2,S,31,48.832914707282505,Red,58,0.33,Medium
2025-06-05 06:28:00,D4,L1,S,17,43.237386647274484,Green,73,0.22,High
2025-06-05 06:30:00,B2,L3,S,13,55.77516151657513,Green,18,0.76,Low
2025-06-05 06:34:00,C3,L3,S,21,52.4385100961046,Red,31,0.74,Medium
2025-06-05 06:34:00,C3,L1,E,15,35.58893112345135,Red,40,0.9,Low
2025-06-05 06:34:00,C3,L3,S,18,38.757385625457104,Green,29,0.27,Low
2025-06-05 06:38:00,D4,L1,W,17,52.4137029822441,Green,87,0.3,Low
2025-06-05 06:38:00,D4,L2,E,18,33.12502624595944,Red,15,0.42,Low
2025-06-05 06:40:00,C3,L1,W,19,46.9286005607903,Green,47,0.26,Low
2025-06-05 06:40:00,B2,L3,W,23,22.489546281529083,Green,24,0.38,High
2025-06-05 06:46:00,D4,L3,W,23,46.01132826781361,Green,82,0.3,Medium
2025-06-05 06:48:00,C3,L3,S,21,42.87936267579521,Green,79,0.79,Low
2025-06-05 06:48:00,A1,L3,W,16,28.651819397505314,Green,46,0.56,Low
2025-06-05 06:48:00,B2,L2,S,23,26.288095574150734,Green,29,0.32,Medium
2025-06-05 06:50:00,D4,L2,N,11,35.878579811291324,Red,43,0.78,Medium
2025-06-05 06:54:00,D4,L3,N,24,27.719454876277517,Red,11,0.38,Low
2025-06-05 06:56:00,D4,L1,W,22,47.99533582505212,Green,22,0.41,Low
2025-06-05 07:02:00,A1,L3,W,21,52.55300069453826,Red,52,0.48,Low
2025-06-05 07:04:00,B2,L1,W,26,42.97012613146429,Green,64,0.32,Medium
2025-06-05 07:04:00,D4,L1,S,17,29.1432326939936,Green,83,0.63,Medium
2025-06-05 07:04:00,B2,L3,E,16,40.633829088840116,Red,44,0.6,High
2025-06-05 07:06:00,B2,L3,E,15,51.907380974966486,Yellow,20,0.85,Medium
2025-06-05 07:10:00,C3,L2,W,15,54.14092736739194,Green,35,0.15,Medium
2025-06-05 07:18:00,B2,L2,N,18,43.739527685788545,Green,49,0.29,High
2025-06-05 07:18:00,B2,L1,S,22,31.657163195708357,Green,85,0.36,Low
2025-06-05 07:20:00,D4,L2,W,23,28.493139459401405,Red,17,0.78,Medium
2025-06-05 07:22:00,B2,L2,N,22,30.77736765632684,Yellow,73,0.67,High
2025-06-05 07:22:00,A1,L2,E,25,46.062563405678475,Green,50,0.25,Low
2025-06-05 07:22:00,B2,L2,N,20,40.42903926728198,Red,34,0.13,High
2025-06-05 07:24:00,D4,L1,E,24,31.94471122227426,Green,37,0.75,Medium
2025-06-05 07:26:00,A1,L2,N,14,43.3545225049861,Yellow,66,0.83,Low
2025-06-05 07:26:00,B2,L3,W,21,46.03879656243255,Green,77,0.85,High
2025-06-05 07:26:00,B2,L2,W,22,43.84170108224297,Red,27,0.25,High
2025-06-05 07:28:00,B2,L2,W,26,38.42898601784863,Green,16,0.6,Low
2025-06-05 07:28:00,C3,L1,N,17,29.9642678467611,Green,72,0.76,High
2025-06-05 07:32:00,C3,L1,S,29,40.21898253478079,Red,77,0.25,Low
2025-06-05 07:32:00,A1,L2,S,16,36.729803546419326,Red,64,0.61,High
2025-06-05 07:34:00,A1,L3,E,24,40.79228770043546,Red,56,0.2,Low
2025-06-05 07:36:00,D4,L2,N,24,31.558576447667974,Green,41,0.21,Low
2025-06-05 07:36:00,A1,L1,E,23,40.43826504844657,Green,68,0.66,Medium
2025-06-05 07:38:00,A1,L2,S,22,42.17518385011302,Green,83,0.76,Medium
2025-06-05 07:40:00,A1,L3,S,25,43.09913333746457,Green,68,0.86,Low
2025-06-05 07:46:00,C3,L1,S,22,28.593921019802323,Red,72,0.27,Medium
2025-06-05 07:46:00,A1,L2,E,16,43.3105619308421,Red,78,0.32,High
2025-06-05 07:48:00,C3,L3,E,23,58.641468989392436,Yellow,32,0.85,Low
2025-06-05 07:48:00,B2,L1,N,27,37.241083429531784,Green,82,0.47,Medium
2025-06-05 07:50:00,D4,L3,W,23,53.52501909229885,Green,20,0.61,High
2025-06-05 07:50:00,B2,L1,S,21,46.30310842458032,Green,65,0.38,Medium
2025-06-05 07:50:00,B2,L3,W,24,27.281689469641577,Green,76,0.91,Medium
2025-06-05 07:50:00,B2,L2,N,23,37.61297273498211,Green,14,0.24,Medium
2025-06-05 07:52:00,C3,L1,N,27,46.261570720985866,Red,11,0.92,High
2025-06-05 07:52:00,B2,L2,E,23,44.37177274780453,Yellow,21,0.83,Medium
2025-06-05 08:02:00,C3,L1,N,15,49.969018515523175,Red,45,0.87,Low
2025-06-05 08:04:00,B2,L3,E,19,43.220995078306515,Red,19,0.11,Low
2025-06-05 08:06:00,B2,L3,W,16,53.82042859999237,Green,35,0.57,Medium
2025-06-05 08:08:00,A1,L3,E,18,32.431347224976776,Red,68,0.93,Low
2025-06-05 08:14:00,D4,L2,W,19,43.09664613046391,Red,71,0.56,Low
2025-06-05 08:14:00,B2,L2,N,11,28.617227488372958,Red,48,0.35,Low
2025-06-05 08:18:00,C3,L3,E,30,37.748278868875445,Green,56,0.43,Low
2025-06-05 08:22:00,B2,L3,W,12,58.76619644582845,Green,23,0.69,Low
2025-06-05 08:26:00,D4,L2,E,17,52.779956722045966,Red,65,0.48,Low
2025-06-05 08:26:00,C3,L2,E,21,29.110935663697525,Red,89,0.99,Medium
2025-06-05 08:28:00,A1,L2,E,22,32.01025402722823,Green,77,0.85,Low
2025-06-05 08:30:00,D4,L1,E,22,25.98771728329625,Red,52,0.43,Medium
2025-06-05 08:32:00,A1,L1,W,18,29.52659392840083,Green,77,0.94,Low
2025-06-05 08:34:00,B2,L3,E,27,30.601259762590455,Red,10,0.12,Medium
2025-06-05 08:34:00,A1,L2,S,18,46.719616645662256,Red,80,0.3,Low
2025-06-05 08:34:00,A1,L3,W,19,42.027928066188885,Green,36,0.65,Medium
2025-06-05 08:38:00,B2,L2,S,16,41.559734944545426,Red,48,0.58,High
2025-06-05 08:38:00,D4,L2,S,32,43.631244541050144,Red,49,0.85,Medium
2025-06-05 08:38:00,D4,L2,W,15,39.81655335892438,Green,50,0.67,High
2025-06-05 08:38:00,A1,L3,N,19,35.44847115951452,Green,54,0.18,High
2025-06-05 08:42:00,A1,L2,S,15,36.194946837506464,Green,85,0.4,Low
2025-06-05 08:42:00,A1,L3,E,17,46.411480344032896,Green,77,0.46,Low
2025-06-05 08:42:00,A1,L1,N,19,27.081228643446813,Green,41,0.61,High
2025-06-05 08:42:00,D4,L3,S,15,43.608051260720785,Green,41,0.37,High
2025-06-05 08:46:00,A1,L1,N,16,30.252427204940723,Green,34,0.15,Low
2025-06-05 08:46:00,B2,L2,N,20,39.30644800895844,Green,49,0.47,Low
2025-06-05 08:48:00,B2,L1,W,23,43.98356367619162,Red,14,0.54,Medium
2025-06-05 08:50:00,C3,L2,W,14,36.765367518534454,Green,64,0.9,High
2025-06-05 08:50:00,B2,L2,S,19,51.49406549486461,Green,57,0.62,Low
2025-06-05 08:54:00,D4,L3,N,16,36.50776949286783,Green,67,0.56,Medium
2025-06-05 08:58:00,C3,L2,W,19,34.88777579394798,Red,57,0.75,Medium
2025-06-05 09:02:00,D4,L3,W,22,51.7171871151977,Red,39,0.12,Low
2025-06-05 09:04:00,D4,L3,N,22,48.94626948421944,Red,27,0.63,Low
2025-06-05 09:04:00,C3,L3,E,21,32.47918967045488,Green,33,0.91,Medium
2025-06-05 09:06:00,C3,L1,N,27,49.838923976750266,Green,71,0.48,Low
2025-06-05 09:06:00,D4,L1,N,26,46.899361792315375,Green,84,0.44,High
2025-06-05 09:10:00,A1,L1,E,27,34.02988172380482,Yellow,14,0.85,High
2025-06-05 09:12:00,C3,L1,N,14,36.93162240637672,Red,44,0.64,Low
2025-06-05 09:12:00,A1,L2,E,31,51.226639529693344,Red,38,0.42,Medium
2025-06-05 09:14:00,B2,L2,W,24,47.43280496799626,Green,54,0.73,Medium
2025-06-05 09:16:00,C3,L1,N,16,50.933925017752124,Green,22,0.28,Low
2025-06-05 09:16:00,B2,L2,N,25,39.772592206282546,Red,13,0.4,Medium
2025-06-05 09:18:00,C3,L3,E,25,49.20609093308094,Green,29,0.25,Medium
2025-06-05 09:18:00,A1,L3,S,19,47.42201481770162,Green,88,0.17,Low
2025-06-05 09:18:00,C3,L1,S,12,45.408448727687585,Green,61,0.49,Low
2025-06-05 09:20:00,C3,L2,E,21,44.7883921800819,Red,72,0.78,Low
2025-06-05 09:20:00,A1,L2,N,21,39.17422624046513,Red,68,0.67,High
2025-06-05 09:20:00,C3,L2,S,15,29.957263404076265,Red,49,0.44,Medium
2025-06-05 09:20:00,D4,L3,E,21,53.91292212875643,Red,41,0.77,Medium
2025-06-05 09:22:00,D4,L3,S,25,40.723920635046355,Red,85,0.52,Low
2025-06-05 09:28:00,C3,L1,E,18,25.261630081490587,Yellow,69,0.76,Medium
2025-06-05 09:30:00,B2,L1,E,23,39.93007749496136,Yellow,15,0.26,Low
2025-06-05 09:30:00,C3,L2,E,25,49.09560933237782,Red,26,0.45,Low
2025-06-05 09:36:00,D4,L3,E,21,21.48688500259287,Green,28,0.21,High
2025-06-05 09:42:00,B2,L1,N,16,36.82137107741735,Green,44,0.93,Low
2025-06-05 09:42:00,B2,L3,N,16,34.876514195767086,Red,87,0.13,Medium
2025-06-05 09:44:00,B2,L1,E,18,49.56166633060853,Green,17,0.42,High
2025-06-05 09:46:00,A1,L1,N,29,28.06575371858526,Green,82,0.12,Low
2025-06-05 09:46:00,C3,L2,S,26,37.773813189997476,Green,55,1.0,Low
2025-06-05 09:46:00,C3,L3,E,14,50.536825557988216,Green,73,0.42,High
2025-06-05 09:46:00,B2,L3,S,17,51.037917104041355,Red,80,0.32,High
2025-06-05 09:48:00,C3,L1,E,16,30.094228684883248,Red,50,0.61,High
2025-06-05 09:50:00,A1,L3,E,17,37.646716018850384,Green,70,0.25,Low
2025-06-05 09:52:00,C3,L3,W,16,28.25842785217823,Yellow,24,0.41,Low
2025-06-05 09:54:00,D4,L3,N,21,46.94214821132253,Red,35,0.25,Medium
2025-06-05 09:56:00,D4,L3,S,30,43.46067097127134,Red,35,0.42,High
2025-06-05 09:56:00,A1,L2,E,21,42.87545341904497,Red,31,0.3,Low
2025-06-05 09:56:00,D4,L1,W,17,59.47118016395174,Green,13,0.52,Low
2025-06-05 09:56:00,D4,L1,N,24,40.38371967613729,Green,62,0.62,Low
2025-06-05 09:58:00,D4,L2,N,17,46.24246404632732,Yellow,52,0.66,Medium
2025-06-05 10:00:00,B2,L1,W,18,55.10495930822556,Red,37,0.28,Medium
2025-06-05 10:02:00,D4,L2,N,22,41.678481201130865,Green,30,0.94,Low
2025-06-05 10:04:00,D4,L1,W,19,29.10401149652371,Green,81,0.93,High
2025-06-05 10:10:00,C3,L2,E,19,40.13621506602705,Green,22,0.15,Medium
2025-06-05 10:10:00,A1,L3,N,20,34.775109468271566,Green,18,0.34,Low
2025-06-05 10:18:00,A1,L2,S,20,46.57173775803687,Red,27,0.61,Medium
2025-06-05 10:26:00,A1,L2,N,20,40.63324818134589,Green,57,0.67,Medium
2025-06-05 10:26:00,B2,L1,S,13,48.793172914887634,Red,65,0.77,Low
2025-06-05 10:26:00,D4,L2,N,25,20.426006323273253,Green,23,0.64,High
2025-06-05 10:30:00,D4,L2,S,17,37.3430672417298,Red,37,0.35,High
2025-06-05 10:32:00,A1,L3,S,17,40.86900932239825,Green,12,0.76,Low
2025-06-05 10:32:00,B2,L2,N,24,49.97878306133414,Red,48,0.59,Low
2025-06-05 10:36:00,A1,L3,N,23,39.65954171228693,Green,19,0.67,Medium
2025-06-05 10:38:00,B2,L1,W,24,34.432373234211255,Green,70,0.81,Low
2025-06-05 10:38:00,A1,L3,N,16,45.25713997478087,Red,51,0.1,High
2025-06-05 10:40:00,B2,L1,S,16,51.42915595236411,Green,73,0.55,Low
2025-06-05 10:44:00,A1,L2,E,16,31.421971738344915,Red,59,0.59,High
2025-06-05 10:44:00,B2,L2,S,14,43.47897546971474,Green,51,0.24,Low
2025-06-05 10:48:00,A1,L1,E,14,42.53288507508109,Yellow,29,0.45,Low
2025-06-05 10:50:00,B2,L2,W,21,41.94912372667582,Green,35,0.79,Low
2025-06-05 10:50:00,A1,L3,N,16,49.19723853374733,Green,83,0.66,Low
2025-06-05 10:52:00,B2,L3,W,23,25.763211777865237,Green,50,0.24,Medium
2025-06-05 10:54:00,D4,L2,S,23,29.237736928867715,Yellow,82,0.79,Low
2025-06-05 10:56:00,C3,L3,N,18,46.383169668256755,Green,76,0.54,Medium
2025-06-05 11:02:00,C3,L3,W,23,34.89174618973653,Red,74,0.33,Low
2025-06-05 11:06:00,A1,L1,S,16,36.80149834637364,Green,62,0.87,Low
2025-06-05 11:06:00,D4,L1,N,18,50.8274367302202,Green,51,0.69,Low
2025-06-05 11:08:00,C3,L2,N,23,29.050229996015837,Green,19,0.31,Low
2025-06-05 11:10:00,C3,L2,S,17,47.67294998799579,Yellow,59,0.85,Low
2025-06-05 11:16:00,A1,L2,E,15,23.007309190493743,Red,63,0.83,High
2025-06-05 11:20:00,B2,L1,W,17,33.85735034212368,Green,77,0.42,Medium
2025-06-05 11:22:00,B2,L1,S,15,21.385321610376366,Green,72,0.2,High
2025-06-05 11:22:00,A1,L2,N,21,51.94998289237507,Green,39,0.34,Low
2025-06-05 11:24:00,A1,L3,S,20,24.94397083641403,Green,54,0.28,High
2025-06-05 11:24:00,B2,L2,N,23,27.299710881405474,Red,41,0.49,Medium
2025-06-05 11:24:00,D4,L2,E,23,37.2885743707833,Green,10,0.1,High
2025-06-05 11:28:00,A1,L2,N,17,37.861898992141995,Green,54,0.56,High
2025-06-05 11:28:00,D4,L2,S,20,60.21543644695127,Green,48,0.99,Low
2025-06-05 11:28:00,B2,L2,N,18,34.09708661586993,Green,87,0.95,Low
2025-06-05 11:30:00,D4,L1,S,16,52.6417127409264,Red,51,0.36,Medium
2025-06-05 11:30:00,D4,L2,E,17,44.87489160883888,Red,52,1.0,Low
2025-06-05 11:32:00,D4,L1,W,18,40.38229872863409,Green,87,0.81,Medium
2025-06-05 11:32:00,C3,L3,W,20,49.99596672920026,Red,29,0.83,Medium
2025-06-05 11:38:00,C3,L3,S,28,34.438071232168205,Red,77,0.46,Medium
2025-06-05 11:38:00,A1,L1,S,16,56.74214971208467,Red,50,0.47,High
2025-06-05 11:44:00,A1,L1,S,26,49.03145271542791,Red,56,0.32,Low
2025-06-05 11:44:00,A1,L1,S,19,35.93516733085512,Green,75,0.38,Low
2025-06-05 11:46:00,B2,L1,N,19,26.563151554691892,Red,74,0.82,Low
2025-06-05 11:48:00,B2,L3,E,20,58.249526232768,Red,27,0.61,Low
2025-06-05 11:50:00,D4,L2,W,21,34.10353158102788,Green,45,0.28,Low
2025-06-05 11:50:00,A1,L2,S,32,29.72288443964254,Red,26,0.7,Medium
2025-06-05 11:52:00,B2,L1,W,18,54.93394095319246,Red,12,0.29,Low
2025-06-05 11:58:00,B2,L3,E,21,34.8978032612823,Yellow,53,0.32,Medium
2025-06-05 12:00:00,B2,L3,W,18,28.328926226158337,Green,34,0.37,High
2025-06-05 12:02:00,D4,L1,E,22,51.57316083999087,Green,78,0.68,Low
2025-06-05 12:04:00,B2,L3,W,16,43.24082746467078,Green,77,0.92,Low
2025-06-05 12:04:00,D4,L1,S,27,40.94245764186342,Red,36,0.81,High
2025-06-05 12:06:00,C3,L1,E,17,66.81304650328171,Red,73,0.88,Medium
2025-06-05 12:08:00,D4,L3,E,25,38.76519536898643,Green,64,0.33,High
2025-06-05 12:08:00,C3,L1,W,23,39.490310407819486,Red,40,0.23,Low
2025-06-05 12:10:00,B2,L1,N,14,51.68766464876624,Green,62,0.57,High
2025-06-05 12:12:00,B2,L3,N,17,49.92575463696493,Red,44,0.38,Low
2025-06-05 12:16:00,C3,L2,E,26,37.82668170415048,Red,19,0.2,High
2025-06-05 12:20:00,B2,L2,E,19,40.68670025925257,Yellow,23,0.94,Low
2025-06-05 12:22:00,A1,L2,S,14,61.59694182354647,Green,19,0.76,High
2025-06-05 12:22:00,A1,L2,N,21,52.52488801976856,Green,32,0.44,Low
2025-06-05 12:24:00,A1,L3,N,19,42.366152711830786,Green,53,0.46,High
2025-06-05 12:28:00,C3,L1,E,25,33.196812028122125,Red,39,0.98,Medium
2025-06-05 12:30:00,B2,L2,W,14,20.23540181851172,Red,13,0.84,Medium
2025-06-05 12:34:00,C3,L2,E,21,49.79790191239501,Green,62,0.53,Low
2025-06-05 12:34:00,C3,L1,E,30,42.94572924731741,Yellow,10,0.6,Medium
2025-06-05 12:36:00,C3,L1,W,25,39.094180298654855,Red,33,0.99,Medium
2025-06-05 12:40:00,B2,L2,N,15,36.350398173955234,Red,79,0.79,High
2025-06-05 12:40:00,D4,L2,W,13,36.220235000788556,Green,19,0.97,Medium
2025-06-05 12:42:00,D4,L1,W,19,52.14391843823452,Red,40,0.27,Low
2025-06-05 12:44:00,A1,L1,E,28,48.91932868027583,Green,19,0.42,Low
2025-06-05 12:46:00,D4,L1,W,17,42.13100190043218,Green,74,0.96,Low
2025-06-05 12:46:00,B2,L1,E,21,25.73511294137134,Green,60,0.54,High
2025-06-05 12:46:00,D4,L3,W,19,63.07347015906643,Red,13,0.18,Low
2025-06-05 12:48:00,D4,L3,W,19,48.702370917335884,Green,12,0.35,High
2025-06-05 12:50:00,A1,L2,W,18,45.21061756317602,Red,88,0.76,Medium
2025-06-05 12:56:00,C3,L2,W,22,45.592970893924466,Red,78,0.18,Medium
2025-06-05 12:56:00,C3,L1,N,11,48.50311783330785,Yellow,59,0.12,High
2025-06-05 12:56:00,B2,L3,S,17,34.53640881653518,Green,81,0.98,Low
2025-06-05 12:56:00,C3,L2,N,16,42.80159288109193,Red,74,0.23,Medium
2025-06-05 13:02:00,B2,L3,W,34,40.61836769084333,Green,19,0.44,Low
2025-06-05 13:04:00,D4,L2,W,27,49.23685432487498,Green,48,0.31,Medium
2025-06-05 13:04:00,B2,L3,W,23,43.56093292921189,Red,10,0.76,Low
2025-06-05 13:04:00,A1,L3,S,18,28.956352206422242,Green,27,0.53,Low
2025-06-05 13:08:00,D4,L2,E,20,44.826912180146394,Green,43,0.41,Low
2025-06-05 13:10:00,A1,L2,S,16,45.92771547303046,Red,35,0.71,Medium
2025-06-05 13:10:00,A1,L1,W,17,50.28704655738697,Red,13,0.36,Medium
2025-06-05 13:12:00,B2,L2,S,21,34.67164401912954,Red,72,0.54,Medium
2025-06-05 13:18:00,B2,L3,N,18,24.56316294688775,Red,60,0.82,Medium
2025-06-05 13:26:00,D4,L1,N,17,58.41582413831178,Red,15,0.47,High
2025-06-05 13:28:00,D4,L1,S,20,46.35110773301154,Green,67,0.35,High
2025-06-05 13:28:00,A1,L3,E,21,22.20456880825389,Green,67,0.55,Low
2025-06-05 13:42:00,A1,L1,N,25,27.960596527588443,Green,37,0.94,Medium
2025-06-05 13:44:00,B2,L2,N,18,40.44667933625084,Green,21,0.92,Medium
2025-06-05 13:44:00,D4,L3,E,23,41.196230207951196,Green,83,0.8,Low
2025-06-05 13:48:00,B2,L3,S,19,51.25543888611229,Green,73,0.5,High
2025-06-05 13:48:00,C3,L2,W,20,58.879430937181304,Red,29,0.19,Low
2025-06-05 13:50:00,C3,L2,N,15,32.124384036657176,Red,73,0.44,Low
2025-06-05 13:52:00,A1,L2,E,24,24.04819558037582,Red,39,0.53,High
2025-06-05 13:52:00,D4,L1,N,22,52.41538549821819,Green,86,0.72,Low
2025-06-05 13:52:00,D4,L3,E,19,46.6714256992804,Red,23,0.18,Medium
2025-06-05 13:52:00,A1,L3,E,19,26.871256811821794,Red,37,0.47,Low
2025-06-05 13:54:00,D4,L3,S,25,36.162292173295924,Green,69,0.16,Low
2025-06-05 13:54:00,A1,L2,E,24,26.983588594626557,Red,71,0.24,Medium
2025-06-05 13:54:00,D4,L1,E,18,39.34554700377276,Red,76,0.74,Low
2025-06-05 13:56:00,A1,L2,E,15,32.839612698646214,Green,87,0.17,High
2025-06-05 14:00:00,D4,L3,N,27,37.026018254863466,Red,16,0.83,Low
2025-06-05 14:00:00,C3,L1,N,17,51.62376217803741,Green,29,0.29,Medium
2025-06-05 14:02:00,C3,L3,W,21,45.14355750913612,Green,74,0.23,Medium
2025-06-05 14:04:00,C3,L2,E,23,56.21457592854024,Yellow,31,0.14,Medium
2025-06-05 14:04:00,A1,L3,N,14,39.78539075592992,Green,62,0.8,Medium
2025-06-05 14:06:00,A1,L1,S,15,17.848592291502975,Green,64,0.23,Medium
2025-06-05 14:06:00,C3,L1,W,22,37.96501647168609,Red,16,0.27,Low
2025-06-05 14:06:00,B2,L2,E,21,28.868298879948732,Green,54,0.89,Low
2025-06-05 14:14:00,D4,L3,S,14,28.71690189004151,Green,38,0.52,Medium
2025-06-05 14:16:00,C3,L2,E,17,53.765624137172544,Red,52,0.12,Low
2025-06-05 14:16:00,A1,L2,E,18,52.568578697058896,Green,37,0.8,Low
2025-06-05 14:18:00,A1,L1,N,25,36.2861764237693,Green,18,0.27,Low
2025-06-05 14:20:00,C3,L3,E,16,29.346444575447137,Red,19,0.87,Medium
2025-06-05 14:20:00,C3,L1,W,26,41.413423289322886,Green,70,0.79,Low
2025-06-05 14:20:00,B2,L1,S,19,45.4799788193632,Green,36,0.66,Low
2025-06-05 14:26:00,D4,L2,N,18,36.12912966655622,Green,35,0.7,Medium
2025-06-05 14:28:00,A1,L3,S,17,39.07514253085715,Green,67,0.41,Low
2025-06-05 14:30:00,B2,L3,N,21,30.240212909444583,Green,55,0.26,Low
2025-06-05 14:30:00,B2,L2,S,12,41.07989346483443,Red,65,0.17,Low
2025-06-05 14:32:00,D4,L2,S,17,35.384734995795,Red,51,0.52,Low
2025-06-05 14:36:00,A1,L2,W,18,58.12954294465053,Red,74,0.85,Medium
2025-06-05 14:42:00,A1,L3,S,20,51.055609054890276,Green,63,0.81,Low
2025-06-05 14:44:00,B2,L2,S,24,40.81232640549327,Red,34,0.2,Low
2025-06-05 14:44:00,D4,L1,N,26,33.55032088235094,Green,66,0.63,Low
2025-06-05 14:48:00,B2,L1,S,23,46.32015838447282,Red,23,0.57,Medium
2025-06-05 14:52:00,B2,L3,E,25,37.612049358002004,Green,15,0.13,Low
2025-06-05 14:54:00,C3,L2,E,20,46.132810221763286,Red,14,0.12,Low
2025-06-05 14:56:00,B2,L2,S,20,45.87517406073213,Yellow,56,0.79,Low
2025-06-05 14:58:00,C3,L2,S,19,46.460499129015055,Green,48,0.77,High
2025-06-05 15:04:00,A1,L2,S,28,56.2864388467314,Red,86,0.22,Low
2025-06-05 15:04:00,C3,L1,S,19,42.401261237493465,Red,61,0.61,High
2025-06-05 15:08:00,B2,L2,W,13,45.53097588787056,Red,72,0.93,Low
2025-06-05 15:08:00,C3,L3,S,24,34.22131390480191,Green,73,0.41,Medium
2025-06-05 15:08:00,D4,L1,S,18,46.168604350800884,Yellow,83,0.53,Medium
2025-06-05 15:18:00,B2,L3,W,22,25.23415649451632,Yellow,52,0.84,Low
2025-06-05 15:22:00,C3,L3,W,16,41.0446650983031,Red,45,0.93,High
2025-06-05 15:24:00,B2,L1,W,24,33.19156710975061,Red,17,0.42,Low
2025-06-05 15:32:00,A1,L2,S,23,45.91490242409035,Red,85,0.67,Low
2025-06-05 15:34:00,B2,L2,S,20,37.64372878469942,Green,18,0.85,High
2025-06-05 15:34:00,C3,L1,N,16,39.28097657697988,Green,71,0.21,Low
2025-06-05 15:42:00,A1,L3,E,15,35.701149994325874,Yellow,74,0.81,Low
2025-06-05 15:42:00,A1,L2,E,24,39.47236515086267,Yellow,71,0.15,Medium
