station_id,destination_id,hour,temperature,humidity,weekday,is_holiday,passenger_volume_last_hour,weather_condition,day_type,passenger_flow
105,204,08:00,21.5,46,Wednesday,Yes,213,Rainy,Weekend,Medium
105,205,10:00,32.6,52,Thursday,Yes,788,Clear,Weekend,Low
102,205,14:00,34.8,80,Wednesday,Yes,792,Clear,Weekend,Low
101,204,08:00,27.4,70,Saturday,Yes,136,Cloudy,Weekend,Low
105,204,10:00,33.8,85,Saturday,Yes,449,Clear,WorkingDay,Medium
103,203,10:00,31.9,64,Monday,No,719,Foggy,WorkingDay,High
104,205,20:00,35,54,Thursday,No,953,Cloudy,WorkingDay,High
102,202,16:00,22.9,32,Monday,Yes,761,Cloudy,WorkingDay,Medium
102,202,06:00,29.7,62,Sunday,Yes,918,Cloudy,WorkingDay,High
103,202,14:00,20.1,65,Tuesday,Yes,356,Clear,Weekend,Low
103,203,12:00,29.9,61,Sunday,No,417,Clear,WorkingDay,Low
103,202,10:00,38.1,41,Wednesday,Yes,754,Cloudy,WorkingDay,Low
105,205,16:00,24.2,76,Sunday,Yes,953,Cloudy,WorkingDay,Low
105,205,18:00,24.5,38,Monday,No,894,Rainy,Weekend,High
102,203,12:00,37.7,30,Saturday,No,838,Cloudy,Weekend,High
101,201,10:00,31.7,57,Wednesday,Yes,968,Rainy,Weekend,Low
103,205,18:00,21,81,Sunday,No,449,Clear,WorkingDay,Medium
105,202,06:00,36.6,33,Thursday,No,599,Cloudy,Weekend,Medium
103,204,20:00,21.3,70,Wednesday,Yes,198,Clear,Weekend,High
104,202,20:00,39.7,61,Tuesday,Yes,346,Foggy,Weekend,Medium
102,201,20:00,27.1,89,Sunday,Yes,287,Clear,WorkingDay,High
105,204,10:00,39.7,66,Monday,Yes,476,Rainy,WorkingDay,High
103,205,10:00,33.9,70,Saturday,No,976,Clear,WorkingDay,Medium
101,204,14:00,36.1,33,Sunday,Yes,448,Clear,WorkingDay,Low
104,205,16:00,32.1,55,Sunday,No,128,Cloudy,WorkingDay,Low
104,205,18:00,35,44,Friday,Yes,764,Foggy,Weekend,Medium
102,201,12:00,32.5,73,Friday,No,792,Foggy,WorkingDay,High
104,204,16:00,37.2,64,Tuesday,No,599,Rainy,WorkingDay,Medium
101,202,16:00,20.9,50,Wednesday,No,302,Clear,WorkingDay,Low
103,203,14:00,23.7,45,Wednesday,No,315,Rainy,WorkingDay,Low
105,204,14:00,29.9,54,Wednesday,Yes,441,Foggy,WorkingDay,Low
103,201,14:00,36.1,73,Friday,No,439,Cloudy,Weekend,Medium
103,203,14:00,21.7,62,Thursday,No,216,Rainy,Weekend,Medium
104,202,10:00,39.7,40,Sunday,No,952,Foggy,WorkingDay,High
105,202,10:00,39.1,82,Wednesday,Yes,617,Cloudy,WorkingDay,High
103,203,14:00,23.7,45,Wednesday,No,315,Rainy,WorkingDay,Low
102,202,18:00,34.7,69,Friday,No,396,Rainy,WorkingDay,High
103,204,12:00,25.9,30,Monday,Yes,472,Clear,Weekend,High
105,205,16:00,39.3,34,Thursday,No,136,Foggy,Weekend,Medium
105,205,16:00,33.4,50,Thursday,No,834,Rainy,WorkingDay,Medium
104,203,18:00,33.4,62,Sunday,Yes,552,Cloudy,WorkingDay,Medium
104,202,06:00,32.4,80,Sunday,No,180,Cloudy,WorkingDay,Low
105,201,14:00,22.6,84,Saturday,No,947,Rainy,WorkingDay,Low
101,205,14:00,37.5,31,Friday,Yes,410,Cloudy,WorkingDay,Low
103,204,20:00,38.2,48,Monday,No,737,Foggy,Weekend,Low
105,204,10:00,23.1,38,Sunday,Yes,253,Rainy,WorkingDay,High
103,205,14:00,39,84,Wednesday,Yes,596,Cloudy,WorkingDay,Medium
105,205,10:00,24.9,43,Wednesday,No,556,Rainy,Weekend,Low
105,205,12:00,23.8,48,Friday,Yes,888,Rainy,Weekend,Low
105,205,08:00,28.2,82,Monday,Yes,475,Foggy,WorkingDay,Low
103,201,18:00,32.5,33,Monday,No,873,Clear,Weekend,Medium
105,205,14:00,39.8,88,Friday,Yes,683,Cloudy,Weekend,Medium
103,202,16:00,29,62,Monday,Yes,147,Foggy,Weekend,High
102,203,06:00,25.3,56,Tuesday,Yes,267,Clear,Weekend,Low
105,202,12:00,25.6,48,Tuesday,No,915,Foggy,Weekend,High
102,204,06:00,36,30,Thursday,No,956,Cloudy,Weekend,Medium
102,202,12:00,21.6,73,Saturday,Yes,271,Foggy,Weekend,Low
103,202,20:00,20.7,44,Sunday,Yes,139,Foggy,WorkingDay,Low
104,205,10:00,33.1,56,Sunday,Yes,806,Foggy,WorkingDay,Low
102,205,12:00,23.5,30,Monday,Yes,850,Rainy,WorkingDay,Medium
105,204,10:00,23.1,38,Sunday,Yes,253,Rainy,WorkingDay,High
102,203,14:00,29.1,85,Tuesday,Yes,422,Foggy,WorkingDay,Low
104,204,18:00,38.6,75,Saturday,Yes,891,Cloudy,WorkingDay,High
103,203,18:00,22.7,50,Wednesday,Yes,922,Cloudy,WorkingDay,Low
101,203,12:00,23.7,44,Wednesday,Yes,252,Clear,Weekend,Medium
102,203,12:00,37.7,30,Saturday,No,838,Cloudy,Weekend,High
105,205,16:00,39.4,65,Sunday,No,493,Rainy,Weekend,High
101,205,16:00,30.8,84,Friday,Yes,919,Clear,Weekend,Low
105,202,18:00,34.4,55,Friday,No,625,Clear,Weekend,Low
104,202,14:00,28.2,59,Tuesday,No,194,Rainy,Weekend,Medium
103,202,20:00,35.2,55,Friday,No,602,Clear,WorkingDay,High
104,205,16:00,27.5,31,Friday,No,899,Foggy,WorkingDay,Low
102,201,18:00,38.5,52,Wednesday,No,868,Foggy,WorkingDay,High
103,205,18:00,24.3,78,Wednesday,Yes,892,Clear,WorkingDay,Low
105,204,10:00,34.9,78,Friday,Yes,847,Clear,WorkingDay,Low
101,204,14:00,27,63,Friday,No,139,Clear,Weekend,Low
102,204,08:00,39.6,60,Wednesday,Yes,105,Rainy,Weekend,Low
105,201,12:00,36.7,54,Wednesday,No,792,Cloudy,Weekend,Low
103,203,10:00,39.5,73,Tuesday,Yes,379,Cloudy,WorkingDay,High
105,204,10:00,21.8,37,Wednesday,No,690,Foggy,Weekend,Low
102,202,06:00,30.4,31,Thursday,Yes,921,Cloudy,WorkingDay,Low
105,201,18:00,29.1,31,Saturday,Yes,601,Rainy,Weekend,Medium
101,204,14:00,27,63,Friday,No,139,Clear,Weekend,Low
101,203,12:00,35.2,39,Sunday,Yes,332,Cloudy,Weekend,Medium
102,205,06:00,35.4,68,Sunday,No,894,Rainy,Weekend,High
101,201,06:00,32.5,40,Tuesday,Yes,845,Clear,Weekend,High
102,202,18:00,30.9,70,Thursday,No,256,Rainy,Weekend,High
102,204,18:00,36.8,40,Wednesday,Yes,572,Cloudy,Weekend,High
104,203,08:00,31.1,51,Thursday,Yes,960,Clear,Weekend,Medium
101,204,20:00,20.4,43,Saturday,No,376,Foggy,WorkingDay,High
102,205,14:00,35.4,56,Saturday,No,194,Cloudy,Weekend,High
103,203,08:00,24.6,77,Sunday,No,758,Clear,Weekend,Medium
101,201,14:00,29.1,57,Thursday,No,472,Cloudy,Weekend,Low
105,203,06:00,29.2,82,Sunday,Yes,199,Cloudy,Weekend,Medium
104,201,14:00,36.4,41,Saturday,No,934,Foggy,WorkingDay,High
103,202,16:00,29,62,Monday,Yes,147,Foggy,Weekend,High
101,202,16:00,25.5,57,Saturday,Yes,775,Cloudy,Weekend,Low
103,203,20:00,23.6,85,Monday,Yes,995,Foggy,WorkingDay,Medium
101,203,12:00,25.2,30,Thursday,Yes,403,Foggy,Weekend,Medium
103,204,14:00,30.2,51,Friday,No,474,Cloudy,WorkingDay,Low
104,201,10:00,27.2,56,Thursday,Yes,589,Clear,Weekend,Medium
102,201,06:00,30.6,71,Thursday,No,455,Rainy,WorkingDay,Medium
105,203,08:00,27.5,87,Sunday,No,758,Rainy,Weekend,Low
104,204,12:00,36.3,86,Saturday,No,671,Cloudy,Weekend,High
105,205,16:00,23.5,59,Saturday,Yes,456,Cloudy,Weekend,Low
105,201,10:00,24.7,54,Thursday,No,531,Clear,Weekend,Medium
105,203,12:00,22.3,59,Saturday,Yes,731,Cloudy,WorkingDay,Medium
103,204,16:00,33.6,46,Monday,Yes,876,Rainy,WorkingDay,Low
102,205,06:00,25,83,Wednesday,Yes,659,Rainy,Weekend,High
104,205,16:00,23,80,Saturday,No,106,Cloudy,WorkingDay,Medium
105,201,12:00,31.6,30,Sunday,Yes,121,Rainy,Weekend,High
101,201,10:00,37.6,48,Sunday,Yes,435,Clear,WorkingDay,Low
103,204,20:00,38.6,78,Thursday,Yes,401,Cloudy,WorkingDay,Medium
102,203,14:00,26,48,Saturday,No,276,Rainy,WorkingDay,Medium
104,201,08:00,34.4,85,Wednesday,No,913,Rainy,Weekend,High
101,201,14:00,27.5,58,Tuesday,Yes,370,Rainy,WorkingDay,Low
104,203,08:00,21.3,62,Friday,No,745,Cloudy,WorkingDay,Low
105,204,16:00,26.3,47,Wednesday,No,892,Cloudy,Weekend,High
101,201,14:00,29.1,57,Thursday,No,472,Cloudy,Weekend,Low
105,203,06:00,29.2,82,Sunday,Yes,199,Cloudy,Weekend,Medium
101,201,14:00,20.4,75,Saturday,No,684,Clear,WorkingDay,Low
105,204,18:00,37.6,62,Saturday,No,577,Cloudy,Weekend,Medium
102,201,18:00,38.5,52,Wednesday,No,868,Foggy,WorkingDay,High
104,205,08:00,23.3,78,Wednesday,No,625,Cloudy,WorkingDay,Low
104,202,10:00,34.5,44,Saturday,No,555,Rainy,Weekend,Medium
103,204,20:00,38.6,78,Thursday,Yes,401,Cloudy,WorkingDay,Medium
103,202,20:00,35.2,55,Friday,No,602,Clear,WorkingDay,High
103,201,14:00,31.9,41,Sunday,No,106,Rainy,Weekend,Low
105,204,16:00,26.3,47,Wednesday,No,892,Cloudy,Weekend,High
104,202,08:00,37.4,76,Wednesday,No,384,Rainy,WorkingDay,Low
105,204,16:00,27.7,39,Monday,No,701,Clear,WorkingDay,Medium
101,202,12:00,29,69,Wednesday,Yes,625,Clear,WorkingDay,Medium
103,201,12:00,22.3,50,Friday,No,445,Clear,Weekend,High
102,205,14:00,38.5,43,Tuesday,No,573,Foggy,WorkingDay,Medium
105,204,20:00,31.3,74,Monday,No,388,Rainy,Weekend,Low
102,205,14:00,38.5,43,Tuesday,No,573,Foggy,WorkingDay,Medium
101,202,16:00,39.7,52,Wednesday,Yes,227,Clear,Weekend,Medium
101,204,08:00,30,63,Wednesday,No,116,Rainy,WorkingDay,High
101,204,06:00,29.2,75,Monday,Yes,462,Cloudy,Weekend,High
105,203,12:00,20.1,61,Monday,Yes,624,Clear,Weekend,Low
104,202,06:00,22.5,88,Monday,Yes,904,Cloudy,Weekend,High
105,201,20:00,23.3,56,Thursday,Yes,748,Cloudy,Weekend,Medium
103,204,16:00,28.8,79,Wednesday,No,321,Foggy,WorkingDay,High
103,202,18:00,34.5,72,Saturday,Yes,559,Clear,WorkingDay,High
104,205,18:00,35,44,Friday,Yes,764,Foggy,Weekend,Medium
104,205,14:00,40,67,Sunday,Yes,870,Rainy,WorkingDay,Medium
103,205,18:00,21,81,Sunday,No,449,Clear,WorkingDay,Medium
102,203,12:00,30,76,Thursday,Yes,327,Cloudy,Weekend,Medium
105,205,16:00,30.5,88,Friday,No,589,Cloudy,WorkingDay,Medium
102,205,18:00,28.4,85,Thursday,Yes,418,Clear,Weekend,Medium
104,202,08:00,30.1,37,Sunday,No,153,Clear,WorkingDay,Medium
104,204,20:00,31.5,62,Thursday,No,790,Rainy,WorkingDay,Medium
105,205,08:00,38.6,74,Thursday,Yes,673,Foggy,WorkingDay,Low
102,202,10:00,33.5,81,Tuesday,Yes,950,Foggy,WorkingDay,Low
101,201,18:00,23.2,65,Friday,Yes,357,Foggy,WorkingDay,Low
104,203,08:00,36.5,66,Wednesday,Yes,104,Clear,WorkingDay,Medium
105,201,14:00,32.3,78,Saturday,Yes,332,Foggy,WorkingDay,High
101,205,08:00,21.3,43,Friday,Yes,470,Cloudy,WorkingDay,Low
101,202,16:00,25.5,57,Saturday,Yes,775,Cloudy,Weekend,Low
105,201,18:00,37.9,44,Tuesday,No,261,Cloudy,WorkingDay,High
101,204,06:00,20.8,79,Thursday,Yes,134,Foggy,Weekend,Low
102,201,20:00,25.9,77,Wednesday,Yes,939,Foggy,WorkingDay,High
105,202,10:00,32.1,77,Saturday,No,657,Clear,WorkingDay,High
101,201,10:00,23.7,74,Monday,No,984,Rainy,Weekend,High
104,203,08:00,31.1,51,Thursday,Yes,960,Clear,Weekend,Medium
104,204,20:00,30.7,63,Tuesday,No,722,Rainy,WorkingDay,Low
105,201,12:00,37,77,Friday,No,480,Foggy,WorkingDay,High
103,205,10:00,37.9,40,Tuesday,No,739,Cloudy,WorkingDay,Low
104,202,18:00,36.5,39,Sunday,Yes,971,Cloudy,Weekend,Medium
105,201,06:00,23.8,34,Saturday,Yes,846,Foggy,WorkingDay,Medium
105,204,08:00,21.5,46,Wednesday,Yes,213,Rainy,Weekend,Medium
104,201,12:00,23.4,57,Saturday,No,781,Clear,Weekend,High
105,201,12:00,36.7,54,Wednesday,No,792,Cloudy,Weekend,Low
103,204,12:00,25.9,30,Monday,Yes,472,Clear,Weekend,High
104,202,18:00,36.5,39,Sunday,Yes,971,Cloudy,Weekend,Medium
104,205,20:00,25.7,33,Sunday,No,245,Rainy,Weekend,Medium
103,203,08:00,30.1,54,Wednesday,Yes,722,Clear,Weekend,Low
101,204,14:00,22.4,70,Sunday,Yes,623,Rainy,WorkingDay,High
105,205,12:00,23.8,48,Friday,Yes,888,Rainy,Weekend,Low
103,201,14:00,36.1,73,Friday,No,439,Cloudy,Weekend,Medium
102,202,10:00,21.8,41,Saturday,No,124,Clear,Weekend,Medium
102,202,14:00,28.1,67,Monday,No,477,Clear,Weekend,Medium
103,204,08:00,37.5,76,Monday,Yes,476,Clear,WorkingDay,Low
104,202,16:00,38.9,45,Saturday,No,668,Cloudy,Weekend,Medium
101,203,20:00,25.2,85,Thursday,Yes,673,Foggy,Weekend,Medium
102,203,16:00,35.4,54,Thursday,No,458,Clear,Weekend,Medium
104,205,14:00,27.4,53,Friday,Yes,904,Foggy,WorkingDay,High
103,204,10:00,29.1,79,Sunday,Yes,298,Rainy,Weekend,Low
104,203,14:00,30.3,47,Thursday,Yes,161,Rainy,Weekend,Low
105,203,12:00,29.3,51,Saturday,Yes,413,Foggy,WorkingDay,Low
101,201,14:00,35.3,58,Saturday,Yes,417,Cloudy,Weekend,Medium
104,201,14:00,25,48,Tuesday,Yes,138,Rainy,WorkingDay,Medium
103,201,12:00,22.3,50,Friday,No,445,Clear,Weekend,High
102,205,06:00,25,83,Wednesday,Yes,659,Rainy,Weekend,High
103,205,06:00,27.6,78,Sunday,No,161,Clear,Weekend,High
105,205,12:00,32.2,47,Tuesday,Yes,897,Rainy,WorkingDay,High
104,204,14:00,34.4,82,Monday,No,973,Rainy,Weekend,Medium
104,201,10:00,27.2,56,Thursday,Yes,589,Clear,Weekend,Medium
103,201,06:00,38.3,38,Thursday,Yes,939,Clear,WorkingDay,Low
102,203,14:00,25.8,66,Wednesday,No,993,Rainy,WorkingDay,High
104,203,16:00,38.7,34,Monday,No,411,Foggy,Weekend,Medium
102,201,10:00,20.8,54,Sunday,No,376,Cloudy,Weekend,Low
102,203,14:00,27.5,39,Monday,Yes,138,Rainy,WorkingDay,Low
105,201,06:00,34.3,47,Thursday,Yes,370,Foggy,Weekend,Medium
103,205,10:00,23.5,57,Wednesday,No,257,Cloudy,WorkingDay,High
105,205,06:00,30.1,30,Friday,No,424,Clear,WorkingDay,Medium
102,203,12:00,30,76,Thursday,Yes,327,Cloudy,Weekend,Medium
102,205,20:00,27.3,55,Wednesday,Yes,419,Cloudy,Weekend,High
104,203,08:00,39.5,43,Saturday,Yes,322,Foggy,WorkingDay,High
103,205,08:00,22.2,86,Thursday,Yes,443,Cloudy,Weekend,Low
102,201,14:00,36.7,46,Sunday,No,352,Rainy,Weekend,Medium
105,201,12:00,32.7,53,Wednesday,No,464,Cloudy,Weekend,Low
101,204,14:00,22.4,43,Monday,Yes,742,Foggy,WorkingDay,Low
103,203,14:00,23.7,45,Wednesday,No,315,Rainy,WorkingDay,Low
102,202,16:00,28.3,55,Thursday,Yes,174,Foggy,Weekend,Low
103,204,10:00,21.1,64,Sunday,No,314,Clear,WorkingDay,Medium
103,201,14:00,29.2,64,Monday,No,230,Clear,WorkingDay,Low
101,205,10:00,28.4,57,Monday,No,801,Rainy,WorkingDay,High
101,205,12:00,20.9,78,Thursday,No,193,Rainy,Weekend,Medium
102,204,06:00,20.3,31,Saturday,No,439,Rainy,WorkingDay,Low
104,204,20:00,30.7,63,Tuesday,No,722,Rainy,WorkingDay,Low
103,204,20:00,38.6,78,Thursday,Yes,401,Cloudy,WorkingDay,Medium
103,201,16:00,27.1,57,Wednesday,Yes,817,Rainy,Weekend,Medium
101,205,10:00,25.8,88,Friday,Yes,610,Rainy,Weekend,Medium
103,201,20:00,35.4,73,Monday,Yes,719,Rainy,Weekend,Low
101,201,18:00,27.4,68,Thursday,Yes,195,Cloudy,WorkingDay,Medium
101,204,06:00,29.2,75,Monday,Yes,462,Cloudy,Weekend,High
101,203,12:00,33.7,35,Tuesday,No,245,Foggy,Weekend,Medium
105,205,16:00,33.4,50,Thursday,No,834,Rainy,WorkingDay,Medium
103,204,08:00,26.9,59,Wednesday,No,325,Foggy,WorkingDay,High
103,203,16:00,33.7,45,Monday,Yes,891,Rainy,Weekend,High
103,204,16:00,24.2,33,Thursday,No,921,Clear,WorkingDay,High
103,205,14:00,23.2,54,Saturday,No,756,Rainy,Weekend,Low
103,205,14:00,21.1,53,Sunday,Yes,591,Cloudy,WorkingDay,Medium
102,201,08:00,38.9,31,Saturday,Yes,596,Cloudy,Weekend,Medium
105,204,20:00,31.3,74,Monday,No,388,Rainy,Weekend,Low
105,205,08:00,27.1,78,Monday,Yes,286,Foggy,Weekend,Medium
102,202,06:00,28.1,68,Friday,Yes,626,Clear,Weekend,Low
103,203,12:00,23.6,33,Tuesday,Yes,795,Cloudy,WorkingDay,Medium
104,205,20:00,35,54,Thursday,No,953,Cloudy,WorkingDay,High
103,201,14:00,36.1,73,Friday,No,439,Cloudy,Weekend,Medium
103,204,18:00,27,30,Saturday,Yes,316,Clear,WorkingDay,Medium
102,201,06:00,37.9,65,Sunday,Yes,256,Foggy,WorkingDay,Medium
102,205,20:00,27.3,55,Wednesday,Yes,419,Cloudy,Weekend,High
103,201,14:00,36.1,73,Friday,No,439,Cloudy,Weekend,Medium
105,203,16:00,31.8,37,Wednesday,No,494,Rainy,WorkingDay,Medium
101,201,18:00,27.4,68,Thursday,Yes,195,Cloudy,WorkingDay,Medium
102,201,10:00,26.5,48,Thursday,No,823,Cloudy,WorkingDay,High
103,202,12:00,27.1,32,Tuesday,Yes,458,Clear,WorkingDay,Medium
104,201,08:00,33,78,Monday,No,703,Foggy,Weekend,High
103,205,06:00,30.5,69,Tuesday,No,328,Clear,WorkingDay,Low
103,205,16:00,22.6,80,Friday,No,784,Foggy,Weekend,High
103,201,12:00,21.6,43,Thursday,No,183,Cloudy,WorkingDay,High
101,202,16:00,31.4,78,Friday,No,611,Cloudy,WorkingDay,High
101,201,10:00,20.9,86,Thursday,Yes,317,Cloudy,WorkingDay,Medium
102,204,10:00,22.9,73,Friday,Yes,829,Cloudy,WorkingDay,High
102,201,10:00,20.8,54,Sunday,No,376,Cloudy,Weekend,Low
103,204,08:00,37.5,76,Monday,Yes,476,Clear,WorkingDay,Low
102,204,16:00,33.4,40,Wednesday,No,283,Foggy,Weekend,Medium
102,203,14:00,39.5,56,Sunday,Yes,601,Foggy,WorkingDay,Low
104,201,06:00,21.7,37,Friday,No,519,Cloudy,Weekend,Medium
104,205,14:00,27.4,53,Friday,Yes,904,Foggy,WorkingDay,High
102,203,14:00,39.5,56,Sunday,Yes,601,Foggy,WorkingDay,Low
105,204,10:00,28,48,Thursday,Yes,703,Cloudy,Weekend,Medium
102,204,12:00,30.7,62,Thursday,Yes,789,Rainy,Weekend,High
104,202,16:00,38.9,45,Saturday,No,668,Cloudy,Weekend,Medium
102,202,08:00,27,40,Tuesday,No,512,Rainy,WorkingDay,Low
104,204,20:00,30.7,63,Tuesday,No,722,Rainy,WorkingDay,Low
105,205,18:00,27.8,69,Monday,No,110,Rainy,WorkingDay,Low
101,205,14:00,38.8,31,Sunday,No,291,Rainy,WorkingDay,High
103,203,14:00,23.7,45,Wednesday,No,315,Rainy,WorkingDay,Low
104,205,06:00,36.4,69,Monday,Yes,941,Foggy,WorkingDay,High
102,203,14:00,25.8,66,Wednesday,No,993,Rainy,WorkingDay,High
104,203,16:00,38.4,65,Thursday,Yes,326,Rainy,Weekend,Medium
103,203,16:00,24.1,58,Monday,Yes,496,Cloudy,Weekend,High
104,201,12:00,32.7,35,Wednesday,No,895,Clear,Weekend,Low
104,204,06:00,31.8,47,Saturday,Yes,395,Cloudy,Weekend,Medium
103,203,08:00,32.1,30,Thursday,No,980,Clear,Weekend,Medium
101,203,20:00,31.5,64,Thursday,Yes,647,Clear,Weekend,Medium
103,202,14:00,26.7,59,Saturday,No,650,Clear,WorkingDay,High
105,204,06:00,26,61,Wednesday,Yes,240,Foggy,Weekend,Low
101,204,06:00,29.2,75,Monday,Yes,462,Cloudy,Weekend,High
105,201,12:00,31.6,30,Sunday,Yes,121,Rainy,Weekend,High
103,204,20:00,23.1,84,Friday,Yes,723,Rainy,Weekend,Low
104,204,20:00,30.7,63,Tuesday,No,722,Rainy,WorkingDay,Low
103,204,06:00,32.2,37,Monday,No,134,Foggy,WorkingDay,High
102,203,12:00,37.7,30,Saturday,No,838,Cloudy,Weekend,High
101,202,16:00,39.7,52,Wednesday,Yes,227,Clear,Weekend,Medium
104,202,16:00,24.2,60,Sunday,No,397,Foggy,Weekend,Low
101,203,14:00,36,84,Sunday,Yes,575,Clear,Weekend,Medium
101,204,06:00,36,61,Tuesday,No,769,Clear,Weekend,High
102,205,18:00,27.9,83,Tuesday,No,669,Clear,Weekend,Low
105,203,14:00,30.7,66,Sunday,Yes,363,Foggy,Weekend,Medium
105,201,16:00,24,53,Monday,Yes,162,Cloudy,WorkingDay,High
101,202,18:00,25.3,31,Thursday,Yes,741,Cloudy,Weekend,High
102,201,08:00,38.9,31,Saturday,Yes,596,Cloudy,Weekend,Medium
103,201,14:00,36.1,73,Friday,No,439,Cloudy,Weekend,Medium
102,204,14:00,31.1,50,Sunday,No,583,Rainy,WorkingDay,Medium
104,203,14:00,36.2,30,Saturday,No,418,Rainy,Weekend,Medium
103,201,06:00,36.3,36,Thursday,No,316,Clear,Weekend,Medium
103,202,18:00,28.4,55,Tuesday,Yes,541,Clear,Weekend,Low
103,204,08:00,26.9,59,Wednesday,No,325,Foggy,WorkingDay,High
105,202,14:00,27.1,76,Friday,Yes,602,Rainy,Weekend,High
104,205,16:00,26.5,73,Wednesday,No,636,Foggy,Weekend,Medium
103,205,08:00,22.2,86,Thursday,Yes,443,Cloudy,Weekend,Low
101,204,06:00,36,61,Tuesday,No,769,Clear,Weekend,High
102,204,08:00,28,77,Friday,Yes,243,Cloudy,Weekend,Medium
103,201,14:00,29.2,64,Monday,No,230,Clear,WorkingDay,Low
105,205,12:00,36.8,36,Monday,No,448,Clear,WorkingDay,High
101,203,12:00,25.2,30,Thursday,Yes,403,Foggy,Weekend,Medium
101,201,14:00,24.4,51,Monday,No,334,Foggy,WorkingDay,High
102,205,20:00,27.3,55,Wednesday,Yes,419,Cloudy,Weekend,High
103,202,20:00,35.2,55,Friday,No,602,Clear,WorkingDay,High
101,202,08:00,25.7,60,Thursday,No,763,Foggy,WorkingDay,Low
103,201,18:00,20.9,63,Thursday,No,431,Foggy,WorkingDay,High
103,205,06:00,25.2,89,Friday,Yes,243,Clear,WorkingDay,Low
103,201,14:00,36.1,68,Saturday,Yes,521,Foggy,Weekend,Low
105,205,06:00,39.6,80,Sunday,No,537,Clear,WorkingDay,Medium
104,204,08:00,26.6,83,Tuesday,No,666,Clear,WorkingDay,Medium
103,205,12:00,36.5,32,Sunday,Yes,570,Foggy,WorkingDay,Medium
104,201,08:00,32.3,54,Thursday,No,810,Clear,WorkingDay,High
102,201,20:00,27.1,89,Sunday,Yes,287,Clear,WorkingDay,High
101,201,14:00,20.4,75,Saturday,No,684,Clear,WorkingDay,Low
102,205,14:00,35.4,56,Saturday,No,194,Cloudy,Weekend,High
105,201,14:00,29.6,56,Saturday,Yes,628,Clear,WorkingDay,Low
101,205,16:00,30.8,84,Friday,Yes,919,Clear,Weekend,Low
105,203,16:00,31.8,37,Wednesday,No,494,Rainy,WorkingDay,Medium
105,205,14:00,20,36,Saturday,Yes,372,Rainy,Weekend,Medium
103,203,12:00,31.8,76,Saturday,No,306,Foggy,Weekend,Medium
103,201,06:00,38.3,38,Thursday,Yes,939,Clear,WorkingDay,Low
102,203,20:00,39.4,81,Monday,No,367,Rainy,Weekend,Medium
104,201,08:00,35.6,40,Sunday,Yes,972,Foggy,Weekend,Medium
103,203,20:00,23.6,85,Monday,Yes,995,Foggy,WorkingDay,Medium
101,201,06:00,35.4,35,Wednesday,No,509,Foggy,Weekend,High
101,205,14:00,37.5,31,Friday,Yes,410,Cloudy,WorkingDay,Low
102,204,10:00,22.9,73,Friday,Yes,829,Cloudy,WorkingDay,High
105,201,18:00,39.8,63,Sunday,No,687,Cloudy,WorkingDay,High
102,201,14:00,20.8,44,Wednesday,No,153,Rainy,WorkingDay,High
103,205,18:00,26.1,31,Wednesday,Yes,921,Clear,WorkingDay,Low
101,204,16:00,24.4,79,Thursday,Yes,568,Rainy,WorkingDay,Low
103,202,14:00,26.7,59,Saturday,No,650,Clear,WorkingDay,High
105,205,14:00,39.8,88,Friday,Yes,683,Cloudy,Weekend,Medium
102,201,20:00,27.1,89,Sunday,Yes,287,Clear,WorkingDay,High
101,201,14:00,24.4,51,Monday,No,334,Foggy,WorkingDay,High
101,204,20:00,28.5,42,Thursday,Yes,588,Rainy,Weekend,High
104,201,14:00,28,39,Friday,No,857,Foggy,WorkingDay,Low
105,201,14:00,32.3,78,Saturday,Yes,332,Foggy,WorkingDay,High
104,203,08:00,35.1,39,Monday,Yes,557,Foggy,WorkingDay,High
103,204,14:00,30.2,51,Friday,No,474,Cloudy,WorkingDay,Low
101,204,16:00,30,83,Thursday,Yes,217,Cloudy,WorkingDay,Medium
103,201,20:00,35.4,73,Monday,Yes,719,Rainy,Weekend,Low
105,205,06:00,28.9,52,Friday,Yes,430,Cloudy,WorkingDay,Medium
102,202,10:00,33.5,81,Tuesday,Yes,950,Foggy,WorkingDay,Low
105,204,16:00,26.3,47,Wednesday,No,892,Cloudy,Weekend,High
103,201,16:00,34.2,48,Monday,No,247,Cloudy,WorkingDay,Medium
105,202,06:00,36.6,46,Saturday,Yes,625,Rainy,WorkingDay,Low
105,203,10:00,29.3,87,Sunday,Yes,415,Rainy,Weekend,Low
102,205,20:00,33.6,38,Monday,Yes,266,Clear,WorkingDay,Low
105,205,06:00,21.7,48,Saturday,Yes,747,Rainy,Weekend,Medium
103,201,16:00,34.2,48,Monday,No,247,Cloudy,WorkingDay,Medium
102,203,12:00,36.9,49,Wednesday,Yes,251,Foggy,WorkingDay,Low
103,205,08:00,25,31,Tuesday,Yes,486,Rainy,Weekend,Low
104,205,10:00,30.4,49,Saturday,Yes,989,Rainy,WorkingDay,Medium
102,204,12:00,30.7,62,Thursday,Yes,789,Rainy,Weekend,High
104,203,16:00,27.4,61,Thursday,No,558,Clear,WorkingDay,Medium
101,204,14:00,32,65,Saturday,No,391,Cloudy,Weekend,Medium
104,204,14:00,26.7,55,Monday,No,875,Clear,Weekend,High
